year,title,author,doi,url,publisher,booktitle,editor,abstract
2022,Business computer simulation supporting competencies. Potential areas of application and barriers.,Aleksander Binsztok and Beata Butryn and Katarzyna Hołowińska and Mieczysław L. Owoc and Małgorzata Sobińska,https://doi.org/10.1016/j.procs.2022.09.449,https://www.sciencedirect.com/science/article/pii/S1877050922013424,,,,"The main obligation of higher education is to provide graduates with a set of competencies that will enable them to obtain viable employment. One of the tools which can support this process can be applying business computer simulations which can be the perfect instruments to increase student engagement, but also stimulate creativity or develop communication skills. It turns out that there is a demand for a specific set of skills in the labour market, which is currently in short supply among graduates. That is why there is a need to improve this area. Considering new approaches in education we decided to penetrate usage of business simulation – looking for novelties and contextual implementation. The purpose of the research is to present the important role of business computer simulations in supporting competencies and highlights areas of possible application and specifies key barriers that determine their implementation."
2017,From pixels to sentiment: Fine-tuning CNNs for visual sentiment prediction,Víctor Campos and Brendan Jou and Xavier Giró-i-Nieto,https://doi.org/10.1016/j.imavis.2017.01.011,https://www.sciencedirect.com/science/article/pii/S0262885617300355,,,,"Visual multimedia have become an inseparable part of our digital social lives, and they often capture moments tied with deep affections. Automated visual sentiment analysis tools can provide a means of extracting the rich feelings and latent dispositions embedded in these media. In this work, we explore how Convolutional Neural Networks (CNNs), a now de facto computational machine learning tool particularly in the area of Computer Vision, can be specifically applied to the task of visual sentiment prediction. We accomplish this through fine-tuning experiments using a state-of-the-art CNN and via rigorous architecture analysis, we present several modifications that lead to accuracy improvements over prior art on a dataset of images from a popular social media platform. We additionally present visualizations of local patterns that the network learned to associate with image sentiment for insight into how visual positivity (or negativity) is perceived by the model."
2021,The Impact of the Use of Social Media on Second Language Acquisition,Marcel Pikhart and Onorina Botezat,https://doi.org/10.1016/j.procs.2021.08.166,https://www.sciencedirect.com/science/article/pii/S1877050921016604,,,,"The paper focuses on the use of social media in the process of acquisition of the second language (L2) or foreign language learning (FLL), namely, English in university students. Recently, we have seen a dramatic change in favour of distance learning due to the COVID-19 pandemics, therefore, it could be useful to analyse the impact of social media in FLL as they have been used much more now. It is a study summarizing the most important findings of the most recent research into the impact of social media on L2 acquisition from the psycholinguistic perspective. The paper analyses data from research papers as they appear in Scopus and Web of Science databases in the past ten years (i.e. 2010-2020). The purpose of the study is to describe the current research findings, to analyse their importance, to compare the most important data, and to look for further development of the psycholinguistics of L2. Its primary intention is to look into the acquisition of L2, particularly English as a second language (ESL) in the younger generation, i.e., Generation Z of current university students. It also attempts to highlight both the advantages and disadvantages of using social media in L2 acquisition and therefore to highlight future strategies regarding FLL in university education. The current research in this area provides us with overtly optimistic results in FLL with the assistance of social media, however, the paper claims that the situation of utilizing social media in FLL needs further investigation and analysis, mainly from the psycholinguistic point of view. The current COVID-19 situation makes us aware that the impact of social media will increase due to social distancing."
2016,Formalization of a Framework for Cultural Translation in Global Collaboration. The Case of the Lean Organization,Pierre Masai and Cecilia Zanni-Merk,https://doi.org/10.1016/j.procs.2016.08.150,https://www.sciencedirect.com/science/article/pii/S1877050916319512,,,,"In the present world, it is not rare to see multiple cultures coexist in large global projects spanning multiple geographies. The misunderstandings arising from these cultural differences are responsible for many failures, which are then blamed by each nationality on the others, without trying to understand and address those differences first. We propose to prepare the ground for the development of culturally aware information systems based on the application of the Hozo ontology to describe this field and the rules that can be applied to correct the understanding of behaviors in one culture by the individuals representing the other cultures, especially when more than two cultures coexist. The American author Erin Meyer has provided a reference model for this, using eight dimensions. The example of Lean will be used to illustrate the approach of creating a common culture that enables employees from all over the world to work together, using a common language, but at the same time highlighting the fundamental task of translating this common language locally in a way that can be understood by each representative of each culture."
2025,Using Generative Adversarial Networks for the synthesis of emotional facial expressions in virtual educational environments,William Villegas-Ch and Alexandra {Maldonado Navarro} and Araceli Mera-Navarrete,https://doi.org/10.1016/j.iswa.2025.200479,https://www.sciencedirect.com/science/article/pii/S2667305325000055,,,,"The generation of emotional facial expressions using Generative Adversarial Networks (GANs) has been widely researched, achieving significant advances in creating high-quality images. However, one of the main challenges remains the accurate transmission of complex and negative emotions, such as anger or sadness, due to the difficulty of correctly capturing the facial micro gestures that characterize these emotions. Traditional GAN architectures, such as StyleGAN and DCGAN, have proven highly effective in synthesizing positive emotions such as joy. However, they have limitations regarding more subtle emotions, leading to a higher rate of false negatives. In response to this problem, we propose fine-tuning the GAN discriminator. This tuning optimizes the discriminator’s ability to identify the minor details in facial expressions by using perceptual losses, allowing for better differentiation between the generated emotions, reducing classification errors, and improving precision in difficult-to-represent emotions. The results obtained in this study demonstrate a significant improvement in the system’s precision, especially in complex emotions. Precision for the anger emotion increased from 85.7% to 89.1%, and the number of false negatives was reduced from 16 to 10. Overall, precision for complex emotions exceeded 85%, substantially improving traditional solutions. These results demonstrate the potential of fine-tuning the GAN architecture for applications requiring more faithful and effective emotional interaction, significantly improving user experience across multiple domains."
2023,Backsourcing of IT with focus on software development—A systematic literature review,Jefferson Seide Molléri and Casper Lassenius and Magne Jørgensen,https://doi.org/10.1016/j.jss.2023.111771,https://www.sciencedirect.com/science/article/pii/S0164121223001668,,,,"Context:
Backsourcing is the process of insourcing previously outsourced activities. Backsourcing can be a viable alternative when companies experience environmental or strategic changes, or challenges with outsourcing. While outsourcing and related processes have been extensively studied, few studies report experiences with backsourcing.
Objectives:
We summarize the results of the research literature on backsourcing of IT, with a focus on software development. By identifying practically relevant experience, we present findings that may help companies considering backsourcing. In addition, we identify gaps in the current research literature and point out areas for future work.
Method:
Our systematic literature review (SLR) started with a search for empirical studies on the backsourcing of IT. From each study, we identified the context in which backsourcing occurred, the factors leading to the decision, the backsourcing process, and the outcomes of backsourcing. We employed inductive coding to extract textual data from the papers and qualitative cross-case analysis to synthesize the evidence.
Results:
We identified 17 papers that reported 26 cases of backsourcing, six of which were related to software development. The cases came from a variety of contexts. The most common reasons for backsourcing were improving quality, reducing costs, and regaining control of outsourced activities. We model the backsourcing process as containing five sub-processes: change management, vendor relationship management, competence building, organizational build-up, and transfer of ownership. We identified 14 positive outcomes and nine negative outcomes of backsourcing. We also aggregated the evidence and detailed three relationships of potential use to companies considering backsourcing. Finally, we have highlighted the knowledge areas of software engineering associated with the backsourcing of software development.
Conclusion:
The backsourcing of IT is a complex process; its implementation depends on the prior outsourcing relationship and other contextual factors. Our systematic literature review contributes to a better understanding of this process by identifying its components and their relationships based on the peer-reviewed literature. Our results can serve as a motivation and baseline for further research on backsourcing and provide guidelines and process fragments from which practitioners can benefit when they engage in backsourcing."
2020,Network Support Using Social Networking Services to Increase Exercise Adherence Among Korean-Chinese Middle-Aged Migrant Women: Mixed Methods Study,Hyeyeon Lee and Hyeonkyeong Lee and Youlim Kim and Sookyung Kim and Young-Me Lee,https://doi.org/10.2196/19159,https://www.sciencedirect.com/science/article/pii/S2291522220001278,,,,"Background
Social networking services (SNSs) are recognized to be a promising approach to easily deliver health interventions and to enhance social support for exercise adherence. However, the patterns and aspects of social support through SNSs have not been reported and their influence on other social-cognitive factors remains inconclusive.
Objective
Our objective is to explore how social support delivered through SNSs impacts interactions among Korean-Chinese (KC) middle-aged women and to identify how this approach influences social-cognitive factors for exercise (eg, sense of community, self-efficacy for exercise, and social support for exercise).
Methods
A mixed methods design was used. Text analysis of SNS messages and text mining using the Korean Natural Language Application (KoALA) were conducted. Social-cognitive factors (eg, sense of community, self-efficacy for exercise, and social support for exercise) were assessed at baseline and after 12 weeks using a structured questionnaire. A comparison of social-cognitive factors at baseline and at 12 weeks was conducted to identify any potential significant changes, using the Wilcoxon signed-rank test.
Results
A total of 259 SNS messages were collected from 24 KC women, distributed among four chat groups, who participated in a 12-week walking intervention program between August and October 2018. The individual average frequency of chatting via the SNS was 10.79 (range 0-34) and the most frequent type of social support through the SNS was network support (172/259, 66.4%). The most common words extracted from the SNS were Health, Exercise, Participation, and We. Overall, the perceived levels of sense of community (P<.001) and social support for exercise (P=.002) were significantly increased at 12 weeks compared with baseline. Group 1 (P=.03) and Group 4 (P=.03), whose members demonstrated the highest frequency of network support, experienced a significant increase only in the level of sense of community.
Conclusions
By integrating these data and conducting a mixed methods analysis, we observed that among the types of social support, network support was a key point for the promotion of social-cognitive factors in increasing exercise adherence. Therefore, network support through SNS-based interventions should be considered as a useful strategy to help vulnerable migrant populations make changes to exercise behaviors."
2016,Cultural ergonomics in interactional and experiential design: Conceptual framework and case study of the Taiwanese twin cup,Chih-Long Lin and Si-Jing Chen and Wen-Hsin Hsiao and Rungtai Lin,https://doi.org/10.1016/j.apergo.2015.07.024,https://www.sciencedirect.com/science/article/pii/S000368701530051X,,,,"Cultural ergonomics is an approach that considers interaction- and experience-based variations among cultures. Designers need to develop a better understanding of cultural ergonomics not just to participate in cultural contexts but also to develop interactive experiences for users. Cultural ergonomics extends our understanding of cultural meaning and our ability to utilize such understanding for design and evaluate everyday products. This study aims to combine cultural ergonomics and interactive design to explore human–culture interaction in user experiences. The linnak is a typical Taiwanese aboriginal cultural object. This study examined the cultural meaning and operational interface of the linnak, as well as the scenarios in which it is used in interaction and user experiences. The results produced a cultural ergonomics interface for examining the manner in which designers communicate across cultures as well as the interweaving of design and culture in the design process."
2023,An interdisciplinary Co-authorship networking perspective on AR and human behavior: Taking stock and moving ahead,Jonas Heller and Dominik Mahr and Ko {de Ruyter} and Eric Schaap and Tim Hilken and Debbie I. Keeling and Mathew Chylinski and Carlos Flavián and Timothy Jung and Philipp A. Rauschnabel,https://doi.org/10.1016/j.chb.2023.107697,https://www.sciencedirect.com/science/article/pii/S0747563223000481,,,,"The field of augmented reality (AR) and human behavior emerged when Azuma et al. (2001) refined the term augmented reality in 2001. Research on the topic has grown steadily in the past decade, yet there is a notable lack of consensus on humans' motivations and outcomes in interacting with AR. The present research takes a bibliographic approach to shed light on current research on AR in human-computer interaction and, using topic modeling, to identify and classify the topics that have drawn researchers’ interest. The results reveal three major topics of interest to researchers, namely “Education, Learning & Training Research”, “Marketing, Consumer Behavior & Business Research”, and “Digital Tourism & Cultural Heritage Research”. Drawing upon co-authorship theory, we identify prominent AR expert co-authorship networks that work on similar topics, yet also highlight that AR research is concentrated in a few research groups that publish articles with similar groups of authors and little outside their own networks. Together with AR experts from the four largest co-authorship networks, we highlight the common challenges that emerge in AR research, suggest solutions, and jointly propose a research agenda for AR and human behavior research."
2021,Viewing anti-immigrant hate online: An application of routine activity and Social Structure-Social Learning Theory,Matthew Costello and Salvatore J. Restifo and James Hawdon,https://doi.org/10.1016/j.chb.2021.106927,https://www.sciencedirect.com/science/article/pii/S0747563221002508,,,,"The increasingly prominent role of the Internet in the lives of Americans has resulted in more people coming into contact with various types of online content, including online hate material. One of the most common forms of online hate targets immigrants, seeking to position immigrants as threats to personal, national, economic, and cultural security. Given the recent rise in online hate targeting immigrants, this study examines factors that bring individuals into virtual contact with such material. Utilizing recently collected online survey data of American youth and young adults, we draw on insights from Routine Activity Theory and Social Structure-Social Learning Theory to understand exposure to anti-immigrant online hate material. Specifically, we consider how online routines, location in social structure, and social identity are associated with exposure. Results indicate that engaging in behaviors that can increase proximity to motivated offenders increases the likelihood of being exposed to anti-immigrant hate, as does engaging in online behaviors that bolster one's target suitability. Additionally, individuals who view Americanism as fundamental to their social identity are more apt to encounter anti-immigrant hate material on the Internet, as are those who are more dissatisfied with the current direction of the country."
2021,Decolonising design in peacebuilding contexts,M. Carolina Escobar-Tello and Krisna Ruette-Orihuela and Katherine V. Gough and Javier A. Fayad-Sierra and Irene Velez-Torres,https://doi.org/10.1016/j.destud.2021.101001,https://www.sciencedirect.com/science/article/pii/S0142694X21000120,,,,"This paper explores how transdisciplinary design approaches can contribute to peacebuilding. Ways of decolonising workshops to create trust and ensure sensitizing, dialogic and meaningful experiences for participants, to enable them to envision interethnic and intercultural forms of being and becoming, are discussed. The participants were indigenous peoples, Afrodescendants, peasants and excombatants living in northern Cauca, Colombia, an area prioritized for peacebuilding. Challenges faced included: integrating written and oral forms of communication; revising and deconstructing the design tools; and overcoming colonized notions of time and futures. We argue that transdisciplinary design methods and interventions have the potential to contribute to peacebuilding but need to be constantly decolonised and consider what the future means for communities affected by conflict."
2015,A profile of the Internet shoppers: Evidence from nine countries,Yet Mee Lim and Tat Huei Cham,https://doi.org/10.1016/j.tele.2014.10.002,https://www.sciencedirect.com/science/article/pii/S0736585314000707,,,,"As the e-commerce industry continues to grow significantly across the world, the importance of understanding the similarities and differences among the consumers in diverse regions of the world is vital for businesses to stay relevant and sustain in the competitive market. Understanding customers’ characteristics successfully and effective market segmentation globally are critical for the success of one’s business. Previous studies have examined the profiles of Internet shoppers in six countries—the United States, Brazil, Bulgaria, New Zealand, England and China. This research extends the previous studies by examining the profiles of Internet shoppers and non-Internet shoppers in three countries–Malaysia, Singapore and Taiwan. The findings from this study reveal that the Internet shoppers respond positively towards the motivational and attitude aspects of online shopping. The implications of the findings for theory and practice are discussed."
2021,Rolling out of fibre optic networks in intermediate versus urban areas: An exploratory spatial analysis in the Netherlands,M.W.W. Sahebali and Bert M. Sadowski and O. Nomaler and R. Brennenraedts,https://doi.org/10.1016/j.telpol.2020.102080,https://www.sciencedirect.com/science/article/pii/S0308596120301701,,,,"Within the growing literature on broadband development, much research has focused on infrastructure competition and spatial effects driving investment incentives in broadband provision. However, less attention has been paid to the geographical factors explaining very high capacity fibre based network rollout. The purpose of this paper is to examine these geographical effects of rollout of these networks by utilizing basic data mining techniques in conjunction with exploratory spatial data analysis. In explaining the rollout of these networks, the paper derives from the literature a geographical model on broadband provision and examines it empirically by focusing on the spatial and temporal effects driving very high capacity fibre-based network development in the Netherlands. The paper confirms previous research on market uncertainty and the techno-economics of broadband development, but shows, in addition, that more specific factors related to local effects and demand uncertainty are vital in explaining the rollout of very high capacity fibre-based network."
2022,Vital triangle: A new concept to evaluate urban vitality,Haimeng Liu and Peng Gou and Jieyang Xiong,https://doi.org/10.1016/j.compenvurbsys.2022.101886,https://www.sciencedirect.com/science/article/pii/S0198971522001302,,,,"Urban vitality is a driving force of urban sustainable development and influences the well-being of its residents. To better understand and evaluate it, we defined urban vitality from the perspective of the urban organism and proposed the “vital triangle” conceptual framework linked to the three aspects of growth, diversity, and mobility. We designed an evaluation index system that includes the six dimensions of population, economy, society, government, environment, and external links by integrating multiple sets of heterogeneous data, and applied it to cities in the Yangtze River Delta. The results show that Shanghai, Nanjing, Suzhou, and Hangzhou have the highest vitality levels but are weak regarding their eco-environments. Cities with high vitality are distributed on the Z-shaped key development belt of the Yangtze River Delta urban agglomeration planning. Regional differences in external links and population vitality are significant, and these two dimensions pose weaknesses to many cities. The interregional differences linked to social vitality are the smallest. Vitality not only comes from within the urban system, but also greatly depends on the external environment. The concept “vital triangle” and relevant evaluation framework are intended to serve as a basis for future research, and the case study could provide some key decision-making support for urban planning and management."
2017,5 - From Data to Insight: Contextual Design Models,Karen Holtzblatt and Hugh Beyer,https://doi.org/10.1016/B978-0-12-800894-2.00005-3,https://www.sciencedirect.com/science/article/pii/B9780128008942000053,Morgan Kaufmann,Contextual Design (Second Edition),Karen Holtzblatt and Hugh Beyer,"User-centered design asks people to go out in the field and run inquiries to understand users. But it’s still a challenge to see what matters when you’re there. The user’s world is complex, overwhelming, and full of a million details—some of which matter for any design problem and many of which don’t. As user research teams and organizations have become more common, it has become a larger problem to communicate insight from the user research to the whole product team, so that everyone can see what matters. Contextual Design has always used models of the user to communicate; with Contextual Design 2.0, we've expanded those models to communicate the aspects of design that matter for today's highly connected technology. In this chapter we discuss the problems of representing user data to reveal what is going on across an entire market."
2021,COVID-19: Estimation of the transmission dynamics in Spain using a stochastic simulator and black-box optimization techniques,Marcos Matabuena and Pablo Rodríguez-Mier and Carlos García-Meixide and Victor Leborán,https://doi.org/10.1016/j.cmpb.2021.106399,https://www.sciencedirect.com/science/article/pii/S0169260721004739,,,,"Background and objectives: Epidemiological models of epidemic spread are an essential tool for optimizing decision-making. The current literature is very extensive and covers a wide variety of deterministic and stochastic models. However, with the increase in computing resources, new, more general, and flexible procedures based on simulation models can assess the effectiveness of measures and quantify the current state of the epidemic. This paper illustrates the potential of this approach to build a new dynamic probabilistic model to estimate the prevalence of SARS-CoV-2 infections in different compartments. Methods: We propose a new probabilistic model in which, for the first time in the epidemic literature, parameter learning is carried out using gradient-free stochastic black-box optimization techniques simulating multiple trajectories of the infection dynamics in a general way, solving an inverse problem that is defined employing the daily information from mortality records. Results: After the application of the new proposal in Spain in the first and successive waves, the result of the model confirms the accuracy to estimate the seroprevalence and allows us to know the real dynamics of the pandemic a posteriori to assess the impact of epidemiological measures by the Spanish government and to plan more efficiently the subsequent decisions with the prior knowledge obtained. Conclusions:The model results allow us to estimate the daily patterns of COVID-19 infections in Spain retrospectively and examine the population’s exposure to the virus dynamically in contrast to seroprevalence surveys. Furthermore, given the flexibility of our simulation framework, we can model situations —even using non-parametric distributions between the different compartments in the model— that other models in the existing literature cannot. Our general optimization strategy remains valid in these cases, and we can easily create other non-standard simulation epidemic models that incorporate more complex and dynamic structures."
2018,The dimension of age and gender as user model demographic factors for automatic personalization in e-commerce sites,D. Fernandez-Lanvin and J. de Andres-Suarez and M. Gonzalez-Rodriguez and B. Pariente-Martinez,https://doi.org/10.1016/j.csi.2018.02.001,https://www.sciencedirect.com/science/article/pii/S0920548917303070,,,,"Personalization in e-commerce increases sales by improving customer perception of site quality. However, some demographic data about customers (crucial for the success of the personalization process) not always can be obtained explicitly, as is the case of anonymous web site visitors. The paper describes a user study focused on determining whether it would be possible to categorize the age and gender of individual visitors of a web site through the automatic analysis of their behavior. Three tasks commonly found in e-commerce sites (Point & Click, Drag & Drop and Item Selection) were tested by 592 volunteers and their performance was analyzed using several different statistical methods. The study found consistencies in the execution times of individuals across the different tasks and revealed that age and gender are sufficiently determining factors to support an automatic profiling. Results also showed that relevant information about gender and age can be extracted separately through the individual analysis of each one of the mentioned interaction tasks."
2023,"Evaluating Staff Attitudes, Intentions, and Behaviors Related to Cyber Security in Large Australian Health Care Environments: Mixed Methods Study",Martin Dart and Mohiuddin Ahmed,https://doi.org/10.2196/48220,https://www.sciencedirect.com/science/article/pii/S2292949523000937,,,,"Background
Previous studies have identified that the effective management of cyber security in large health care environments is likely to be significantly impacted by human and social factors, as well as by technical controls. However, there have been limited attempts to confirm this by using measured and integrated studies to identify specific user motivations and behaviors that can be managed to achieve improved outcomes.
Objective
This study aims to document and analyze survey and interview data from a diverse range of health care staff members, to determine the primary motivations and behaviors that influence their acceptance and application of cyber security messaging and controls. By identifying these issues, recommendations can be made to positively influence future cyber security governance in health care.
Methods
An explanatory sequential mixed methods approach was undertaken to analyze quantitative data from a web-based staff survey (N=103), with a concurrent qualitative investigation applied to data gathered via in-depth staff interviews (N=9). Data from both stages of this methodology were mapped to descriptive variables based on a modified version of the Technology Acceptance Model (TAM; TAM2). After normalization, the quantitative data were verified and analyzed using descriptive statistics, distribution and linearity measures, and a bivariate correlation of the TAM variables to identify the Pearson coefficient (r) and significance (P) values. Finally, after confirming Cronbach α, the determinant score for multicollinearity, and the Kaiser-Meyer-Olkin measure, and applying the Bartlett test of sphericity (χ2), an exploratory factor analysis (EFA) was conducted to identify the primary factors with an eigenvalue (λ) >1.0. Comments captured during the qualitative interviews were coded using NVivo software (QSR International) to create an emic-to-etic understanding, which was subsequently integrated with the quantitative results to produce verified conclusions.
Results
Using the explanatory sequential methodology, this study showed that the perceived usefulness of security controls emerged as the most significant factor influencing staff beliefs and behaviors. This variable represented 24% of all the variances measured in the EFA and was also the most common category identified across all coded interviews (281/692, 40.6%). The word frequency analysis showed that systems, patients, and people represented the top 3 recurring themes reported by the interviewees.
Conclusions
To improve cyber security governance in large health care environments, efforts should be focused on demonstrating how confidentiality, integrity, availability, policies, and cloud or vendor-based controls (the main contributors of usefulness measured by the EFA) can directly improve outcomes for systems, staff, and patients. Further consideration also needs to be given to how clinicians should share data and collaborate on patient care, with tools and processes provided to support and manage data sharing securely and to achieve a consistent baseline of secure and normalized behaviors."
2015,User experience: A concept without consensus? Exploring practitioners’ perspectives through an international survey,Carine Lallemand and Guillaume Gronier and Vincent Koenig,https://doi.org/10.1016/j.chb.2014.10.048,https://www.sciencedirect.com/science/article/pii/S0747563214005718,,,,"For more than a decade, User Experience (UX) has grown into a core concept of Human–Computer Interaction (HCI). Practitioners and researchers from a wide range of disciplines are daily working with this concept. However, despite many attempts to understand, define and scope UX, one may still wonder whether a consensus has been reached on this concept. In a willingness to address the complexity of this research topic and bring the concept of UX to maturity, a replication of an international survey has been conducted. The main goal of the present study is to get a better understanding of practitioners’ viewpoints on the notion of UX and to analyze potential evolutions over time in the understanding and practical use of the concept. As both practical and theoretical implications of UX are of the greatest importance for whoever designs interactive systems, the exploration of practitioners’ perspectives is a valuable step toward continual improvement of UX activities. The present survey has been conducted amongst 758 practitioners and researchers from 35 nationalities. It allows to better understand how this concept is understood and used throughout the world. Amongst interesting results, important differences were observed according to the geographical location and background of the respondents."
2020,Ethical issues of crowdsourcing in education,Katerina Zdravkova,https://doi.org/10.1016/j.jrt.2020.100004,https://www.sciencedirect.com/science/article/pii/S2666659620300044,,,,"Crowdsourcing has become a fruitful solution for many activities, promoting the joined power of the masses. Although not formally recognised as an educational model, the first steps towards embracing crowdsourcing as a form of formal learning and teaching have recently emerged. Before taking a dramatic step forward, it should be estimated whether it is feasible, sustainable and socially responsible. A nice initiative, which intends to set a groundwork for responsible research and innovation and actively implement crowdsourcing for language learning of all citizens regardless of their diversified social, educational, and linguistic backgrounds is enetCollect. In order to achieve these goals, a sound framework that embraces the ethical and legal considerations should be established. The framework is intended for all the current and prospective creators of crowd-oriented educational systems. It incorporates the ethical issues affecting the three stakeholders: collaborative content creators, prospective users, as well as the institutions intending to implement the approach for educational purposes. The proposed framework offers a practical solution intending to overcome the revealed barriers, which might increase the risk of compromising its main educational goals. If carefully designed and implemented, crowdsourcing might become a very helpful, and at the same time, a very reliable educational model."
2022,Measuring the cost-effectiveness of using telehealth for diabetes management: A narrative review of methods and findings,Ofir Ben-Assuli,https://doi.org/10.1016/j.ijmedinf.2022.104764,https://www.sciencedirect.com/science/article/pii/S1386505622000788,,,,"Introduction
Diabetes is a chronic metabolic disease characterized by high levels of blood glucose, which can lead over time to severe impairment to the heart, blood vessels, eyes, kidneys, nerves and premature death. Diabetes is prone to complications such as kidney failure, vision loss and nerve damage. The total assessed cost of diagnosed diabetes is growing rapidly; hence, harnessing telehealth for diabetes management may be cost-effective. A few previous publications have pointed to the effectiveness of telehealth but more numerous articles indicate that the results are inconsistent and economic models are lacking. This narrative review surveys the recent literature on the implementation of telehealth for diabetes management that incorporates cost-effectiveness analyses.
Materials and methods
This paper follows the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) [25].
Results
The vast majority of articles dealing with managing Type 2 diabetes have primarily used the telephone for telehealth monitoring (followed by teleophalmology and telemonitoring). Most publications report that the telehealth solution was cost effective. The leading cost-effectiveness method was the Markov model; however, only a small number of papers extend the Markov model to critical sensitivity analyses of their outcomes. The main goal of telehealth in general is diabetes management or monitoring, followed by ophthalmology, depression management, weight loss and other goals.
Conclusion
This work summarizes the literature on recent trends in telehealth options, and analyzes successes and failures in relation to both effectiveness and costs, which may be valuable to both scholars and practitioners."
2025,A hybrid detection method for YouTube fake news using related video data,Junho Kim and Yongjun Shin and Gyeongho Jung and Hyunchul Ahn,https://doi.org/10.1016/j.engappai.2025.111130,https://www.sciencedirect.com/science/article/pii/S0952197625011315,,,,"Fake news has rapidly evolved from simple textual forms to complex multimedia content, with YouTube emerging as a major platform for its dissemination. However, most existing detection techniques focus solely on content-based features, often overlooking the contextual signals embedded in related video data. We propose a novel hybrid detection framework that integrates content- and context-based approaches to address this limitation. Our method combines multimodal features extracted from textual and visual components of the original video, along with contextual information from related videos. Text data is processed using word embedding techniques, while image and visual elements are analyzed through Convolutional Neural Networks. To evaluate our framework's robustness and generalizability, we conducted experiments on two complementary datasets: a publicly available multilingual dataset and a newly constructed Korean dataset. The results show that the proposed method achieves a 0.1–9.7 % improvement in detection accuracy compared to traditional content-only approaches. These findings underscore the value of leveraging related video information for more reliable fake news detection, and they confirm that our hybrid method can be effectively applied across diverse language and regional contexts. Our work contributes to mitigating the societal harm caused by misinformation on video-sharing platforms and offers practical insights into developing more robust multimedia fake news detection systems."
2017,From technical to non-technical skills among information systems suppliers,Bénédicte Branchet and Pierre-Yves Sanseau,https://doi.org/10.1108/JEIM-07-2015-0061,https://www.sciencedirect.com/science/article/pii/S1741039817000237,,,,"Purpose
Existing research infers that in the information systems (IS) and information technology (IT) fields, a shift may occur between technical and non-technical skills. However, relatively little research has focused on going changes in terms of key skills in the IS suppliers sector. The purpose of this paper is to address this gap by investigating these skills evolution in the IS suppliers domain and discusses their impacts on IS and IT curricula.
Design/methodology/approach
This paper uses a qualitative method based on 15 semi-structured face-to-face interviews, with highly dedicated operational managers in senior positions in the field.
Findings
This study identifies, for the IS suppliers, the critical skills, which are basically non-technical, and peripheral skills, which are primarily technical. It then considers the consequences of this change and the necessary adaptations it requires for businesses and training for this field.
Practical implications
The findings suggest the need to redesign the educational curricula for future managers, and the adaptations required to the work organization, human resource management and business models of firms in the field.
Originality/value
The paper’s value is twofold. First, it focuses on IS service suppliers, an understudied area (most research examines IS outsourcing from the customer’s standpoint); second, it reveals the shift away from technical toward non-technical skills in a field that is intrinsically technical – a change that may occur more slowly than in other less technical sectors – and the consequences of this change for firms, education and society."
2021,"Fewer people, more flames: How pre-existing beliefs and volume of negative comments impact online news readers’ verbal aggression",John Petit and Cong Li and Khudejah Ali,https://doi.org/10.1016/j.tele.2020.101471,https://www.sciencedirect.com/science/article/pii/S0736585320301301,,,,"In recent years, scholars have documented an increase in flaming behavior, which refers to a strong and hostile expression of emotions and feelings online. In order to identify the mechanism and specific circumstances of flaming, this study employed emotional contagion as the main theoretical framework and conducted a 2 (argument presented in a news article: support gun control vs. against gun control) × 2 (volume of negative comments: small vs. large) × 2 (news readers’ pre-existing beliefs: support gun control vs. against gun control) between-subjects experiment. Participants were asked to read an online news article about a gun-related topic as well as negative reader comments before they wrote a comment of their own. The experimental results showed that participants were more likely to use swear words in their comments when their viewpoint was diametrically opposed to the argument presented in the news article and when the article was accompanied by a low volume of negative comments. This interaction effect was mediated by negative emotions that participants experienced when reading the article and its associated comments. These findings have theoretical implications for future research pertaining to the identification of online circumstances and causes that could help mitigate the occurrence of flaming."
2018,Representation of Events and Rules in Gamification Systems,Jakub Swacha,https://doi.org/10.1016/j.procs.2018.07.248,https://www.sciencedirect.com/science/article/pii/S1877050918312249,,,,"The paper proposes a domain-agnostic description of user-generated events which conveys their key properties of relevance for gamification (i.a. context, actor, action, object, location and time) and a notation, based on this description, which allows to effectively specify gamification rules depending only on the content of the generated stream of events. This way, no hooks have to be inserted in the gamified system other than reporting of basic events happening within it. The proposed notation allows to design gamification rules that can be applied to different gamified systems, only provided they can generate event reports using the proposed representation (and belong to the same domain so that the rules remain relevant). It also simplifies building of rule-processing systems that serve various gamified systems. It is especially useful for complex gamification systems with multiple sources of rules and multiple points of their processing."
2019,Application of artificial intelligence in the process of supporting the ship owner’s decision in the management of ship machinery crew in the aspect of shipping safety,Zbigniew Łosiewicz and Piotr Nikończuk and Dariusz Pielka,https://doi.org/10.1016/j.procs.2019.09.394,https://www.sciencedirect.com/science/article/pii/S1877050919315972,,,,"The article discusses the problem of the impact of crew competence level, including ship’s engine crew, on the amount of operational losses and technical failures. Errors made at a higher decision level generate, as a result of wrong decisions in the operation of the ship, serious consequences, including the loss of the ship. A higher qualification level decreases the probability of improper operation of the ship while increasing the level of safety of navigation, which the ship is a participant of. Expert systems are a modern tool which can support and automate decision making at sea as well as assist ship owners in the selection of competent deck and machine crew. The article presents as an example of a possible use of artificial intelligence, the application of an expert system which is designed to support a ship owner in managing ships’ machine crews in the aspect of shipping safety."
