year,title,author,doi,url,publisher,booktitle,editor,abstract
2021,Analysis and convergence of studies on recommendations for digital memorials,"Ueda, Gustavo and Maciel, Cristiano",10.1145/3472301.3484348,https://doi.org/10.1145/3472301.3484348,Association for Computing Machinery,Proceedings of the XX Brazilian Symposium on Human Factors in Computing Systems,,"Digital memorial services are solutions surrounded by technical, legal and cultural aspects, which are sensitive and still in the process of exploration and consolidation. Different works on this theme have been produced in recent years, dealing with different contexts and solutions for these systems. There emerges, then, the need to converge the contributions of works on this theme. Thus, this research aims to systematize recommendations for the project of digital memories, considering Brazilian contexts and cultures. To this end, recommendations were extracted from different authors mapped out in a bibliographic survey of works in the area of Human-Computer Interaction in Brazil. In the systematization stage we proposed four categories for digital memorials. The recommendations were divided into macro themes, sometimes subdivided into micro themes, by means of an interpretive and associative analysis. As a result, a set of six macro themes is presented, with eleven micro themes, which totaled one hundred and forty-six useful recommendations to designers of digital memorials."
2019,Designing Manipulative Tools for Creative Multi and Cross-Cultural Storytelling,"Sylla, Cristina and Pires Pereira, \'{I}ris Susana and S\'{a}, Gabriela",10.1145/3325480.3325501,https://doi.org/10.1145/3325480.3325501,Association for Computing Machinery,Proceedings of the 2019 Conference on Creativity and Cognition,,"This paper presents and discusses the preliminary findings of a research focusing on the design and use of Mobeybou, a digital manipulative aimed at promoting the collaborative creation of multicultural and cross-cultural stories among young children. We frame the research in the wider discussion of the 21st century skills and competencies, and present the digital manipulative as the product of a participatory design methodology. We discuss narratology, multiculturalism, embodiment and collaboration as the cornerstone ideas underpinning the design of Mobeybou. We also show how storytelling is envisioned as implying the creative use of the multicultural and multimodal information that is offered to users in the form of constraints and open-ended options. A pilot study, carried out with twelve 8-year-old children, has validated these design options and offered interesting insights for its further development. Here, we present the interface and discuss the feedback provided in the user study."
2025,Exploring the Experiences of Individuals Who are Blind or Low-Vision Using Object-Recognition Technologies in India,"India, Gesu and Robinson, Simon and Pearson, Jennifer and Morrison, Cecily and Jones, Matt",10.1145/3706598.3713107,https://doi.org/10.1145/3706598.3713107,Association for Computing Machinery,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,,"Assistive technologies, such as smartphone-based object-recognition (OR) apps, provide visual assistance to people who are blind or low-vision to enable increased independent participation in society. While previous research has explored the functional accessibility of object-recognition technologies, little attention has been given to their social accessibility, particularly in interdependent socio-cultural contexts of the Global South. Through a mixed-methods approach, employing a seven-day diary study followed by one-on-one interviews with seven OR app users in India, we explore their experiences in depth. Our findings highlight the nuances of what interdependence looks like in a multicultural, Indian society, as people navigate public and private spheres with a camera-based assistive technology designed for independent, western contexts. We argue for the necessity to design assistive technologies following the interdependence framework that accommodates the social and cultural context of the Global South. Additionally, we propose design guidelines for assistive technologies in community-oriented societies, emphasizing community-centered approaches, cultural alignment, and locally adaptable designs."
2025,"Cross-Cultural Product Design Research Status, Hotspots, and Future Trends Based on Bibliometrics","Deng, Tingyin and Guo, Kexin and Zhang, Xue and Liu, Yiwei and Zhang, Wenying",10.1145/3726010.3726063,https://doi.org/10.1145/3726010.3726063,Association for Computing Machinery,"Proceedings of the 2024 International Conference on Artificial Intelligence, Digital Media Technology and Interaction Design",,"With the increasing integration and expansion of the global market, cross-cultural product design (CCPD) research has gradually shifted from a single-culture perspective to multicultural integration, emphasizing the impact of cultural differences on product design and exploring the innovative application of cultural elements in design. In order to deeply explore the development trend of CCPD field, this paper takes Web of Science core database as the search source and analyzes the data from 2004.1.1-2024.11.1 by CiteSpace6.2 R7, VOSviewer and other related visualization tools. The study shows that the number of articles issued in this field has shown a fluctuating upward trend over the last 20 years and has gone through three stages of development. The country with the largest number of publications is China, and Univ Oxford is the core institution in this field with a large influence. Research hotspots focus on 1) Product Design and Consumer Behavior Determinants, 2) Cross-cultural consumerism, 3) Cross - Cultural Marketing and Product - related Strategies, 4) Cross - Cultural Marketing and Product - related Strategies, and 5) Cross - Cultural Marketing and Product - related Strategies. Cross-cultural factors have become a key entry point for product design, and CCPD has more strategic significance and broad development prospects in the era of globalization."
2024,OSPC: Detecting Harmful Memes with Large Language Model as a Catalyst,"Cao, Jingtao and Zhang, Zheng and Wang, Hongru and Liang, Bin and Wang, Hao and Wong, Kam-Fai",10.1145/3589335.3665995,https://doi.org/10.1145/3589335.3665995,Association for Computing Machinery,Companion Proceedings of the ACM Web Conference 2024,,"Memes, typically comprising an image with corresponding text, spread personal opinions and positions rapidly across the internet. However, this same characteristic makes them a powerful tool for disseminating social bias and prejudice. Such harmful memes can perpetuate stereotypes, foster discrimination, and exacerbate social divisions in a wide variety of social dimensions, including race, religion, sexual orientation, and more. Recognizing this issue, AI Singapore has launched the Online Safety Prize Challenge to stimulate research of technologies that can effectively detect harmful memes, particularly in Singapore's multicultural and multilingual context. Given the country's linguistic diversity, these memes could be created and spread in various languages, including English, Chinese, Malay, and Tamil. This adds an additional layer of complexity to the detection process, as the memes not only embody the multimodal nature combining visual imagery with text to convey messages that are often nuanced and context-dependent but also do so across different cultural and linguistic contexts."
2024,Pluriverse design - Meet your buddy through scents,"Zhang, Yulu",10.1145/3661456.3666060,https://doi.org/10.1145/3661456.3666060,Association for Computing Machinery,"Proceedings of the Participatory Design Conference 2024: Situated Actions, Doctoral Colloquium, PDC Places, Communities - Volume 3",,"In recent years, designers have started to research how complex social justice issues could be handled through embodied interaction design and co-creation. Having users engage explicitly with the material, interactive artifacts re-direct and re-orient users’ focus to raise voices for social issues. This report describes a project that aims to inspire future work in embracing multicultural contexts as a part of pluriverse design. The report consists of literature support in terms of problem framing, descriptions of co-design method and its reflections, and the development of the interactive prototype. Through re-orientation with crafting space for users to explore the flow of information, the interactive prototype adds layers to inspire users to embrace pluriverse in cultural contexts."
2023,Bridging Distances for Global Participation: Conducting and Theorizing Participatory Design and Research in Hybrid Contexts: Conducting and Theorizing Participatory Design and Research in Hybrid Contexts,"Luusua, Aale and Ylipulli, Johanna and Kalarikalayil Raju, Dani and R\""{o}nkk\""{o}, Emilia",10.1145/3544549.3573823,https://doi.org/10.1145/3544549.3573823,Association for Computing Machinery,Extended Abstracts of the 2023 CHI Conference on Human Factors in Computing Systems,,"Participatory Design (PD) must increasingly be able to serve various global contexts. Overall, a fundamental need has been identified in the PD community to raise previously unheard global voices in design and development work, and to bring various underrepresented stakeholders together. On the other hand, the rapid adoption of various synchronous and asynchronous communication methods through collaborative online tools offers opportunities for more dispersed and more diverse PD research teams, settings and processes. This raises new possibilities for bridging global distances and bringing various stakeholders together for the purposes of conducting multicultural, multi-site PD. Importantly, while there exists extensive research literatures both on PD, on remote ethnography and on Computer-Supported Collaborative Work, we posit that these literatures have not been brought together; nor have the practices and methodologies of these communities been sufficiently jointly explored to support the goals of multisite, multicultural PD. In this workshop, we strive to bridge this gap in knowledge through exploring the opportunities of conducting hybrid multi-site Participatory Design (HMPD) research through synchronous and asynchronous present–telepresent participatory methods, and to share issues, challenges, opportunities, methods and empirical examples pertaining to this as a goal."
2024,Making participation sustainable: developing and testing a permanent participatory model in Verviers (Belgium),"Schelings, Cl\'{e}mentine and Elsen, Catherine and Bianchet, Bruno and Teller, Jacques",10.1145/3673805.3673812,https://doi.org/10.1145/3673805.3673812,Association for Computing Machinery,Proceedings of the European Conference on Cognitive Ergonomics 2024,,"This paper presents a case study on the development and testing of a permanent participatory model in the City of Verviers, Belgium. Faced with the imperative to involve residents in municipal decision-making and the challenge of ensuring representativeness and long-term viability, the City of Verviers initiated a pilot experiment with the methodological support of the University of Li\`{e}ge. Drawing on principles from existing participatory mechanisms and literature, particularly the permanent citizen dialogue in the German-speaking Community, the model is based on a permanent Participatory council, thematic Citizen assemblies, and a Permanent secretariat. Through a selection process involving random draws and demographic quotas, 75 residents were engaged in a participatory process on various municipal topics. Despite challenges such as recruitment difficulties in multicultural neighborhoods and uncertainty about the future of the model, the pilot demonstrated promising response rates and fruitful collaboration between citizens and municipal authorities. This article underscores the importance of ongoing monitoring and adaptation to ensure the long-term viability and effectiveness of this model."
2023,The Use of Metaverse for Intercultural Collaboration in Higher Education,"Guill\'{e}n-Yparrea, Nicia and Ram\'{\i}rez-Montoya, Mar\'{\i}a Soledad",10.1145/3626705.3632614,https://doi.org/10.1145/3626705.3632614,Association for Computing Machinery,Proceedings of the 22nd International Conference on Mobile and Ubiquitous Multimedia,,"The development of intercultural competencies enables individuals to have appropriate knowledge and understanding of diverse cultures and to interact and relate effectively in different multicultural settings. This document aims to present the status of a doctoral thesis investigating the advancement of intercultural and global competencies in university students using a Metaverse that fosters international collaboration. A status report is presented regarding the review of literature and the sequential-explanatory design of a mixed methodology for collecting both quantitative and qualitative data. The objective is to use the findings to propose an innovative, technologically based educational model that enhances intercultural competencies in higher education students."
2024,Enhancing Autism Therapy through Smart Tangible-Based Digital Storytelling: Co-Design of Activities and Feasibility Study,"Guneysu, Arzu and Reis, Helena Isabel Silva and Kuoppam\""{a}ki, Sanna and Sylla, Cristina Maria",10.1145/3628516.3659371,https://doi.org/10.1145/3628516.3659371,Association for Computing Machinery,Proceedings of the 23rd Annual ACM Interaction Design and Children Conference,,"Storytelling is an effective evidence-based practice as an accepted intervention by therapists for the therapy of children with autism spectrum disorder (ASD). Digital storytelling, particularly using smart tangibles, offers a structured, interactive and engaging environment for children with ASD allowing for repetition, offering feedback with visual supports, and giving the child more authority over the learning experience. This study presents a co-designed approach to digital storytelling activities with smart tangibles for autism therapy, aimed at enhancing multiple social and behavioral skills. Through co-design sessions with therapists, activity flows and scenarios were developed to target specific skill improvements. These include free play exploration, positive stimulus introduction, fostering cooperation to address disturbances, and incorporating magical objects to facilitate peer turn-taking. Additionally, real-life connections were emphasized to promote emotional regulation and multicultural understanding while further activities are designed to overcome routine issues, build tolerance to change, and enhance cognitive structuring. Feasibility was demonstrated through integration into therapy sessions of five children, where therapists independently utilized the system, fostering immersive and interactive storytelling experiences. Overall, the co-designed activities offer insights into enhancing therapy interventions for children with ASD beyond specific contexts, contributing to the broader design of autism therapy activities."
2019,Designing Narrative Learning in the Digital Era,"Sylla, Cristina and Martins, V\'{\i}tor and S\'{a}, Gabriela and Caruso, Ana Paula and Amaro, Bruno and Menegazzi, Douglas and Sylla, Francisco",10.1145/3290607.3312937,https://doi.org/10.1145/3290607.3312937,Association for Computing Machinery,Extended Abstracts of the 2019 CHI Conference on Human Factors in Computing Systems,,"This paper presents a first prototype of Mobeybou, a Digital Manipulative that uses physical blocks to interact with digital content. It intends to create an environment for promoting the development of language and narrative competences as well as digital literacy among pre and primary school children. Mobeybou offers a variety of characters, objects and landscapes from various cultures around the world and can be used for creating multicultural narratives. An interactive app developed for each country provides additional cultural and geographical information. A pilot study carried out with a group of 3rd graders showed that Mobeybou motivated and inspired them to actively and collaboratively create narratives integrating elements from the different countries. This may indicate Mobeybou's potential to promote multiculturalism."
2023,Evaluation System Establishing Based on the Benefits Investigation of Higher Education Internationalization,"Xian, Zitong and Cai, Di and Luan, Zhiqiang",10.1145/3572549.3572626,https://doi.org/10.1145/3572549.3572626,Association for Computing Machinery,Proceedings of the 14th International Conference on Education Technology and Computers,,"Higher education internationalization can improve talent cultivation performance. This paper discusses the benefits from the perspectives of students who are the ultimate beneficiaries, based on a case study on the specific implementation of International College Beijing (ICB), China Agricultural University. 200 valid samples of students' satisfaction are collected by a questionnaire survey consisting of 3 primary indexes: Multicultural Exposure, Critical Thinking, and English Competence, and 12 secondary indexes. On the basis of the data, this paper constructs an objective model to evaluate the overall satisfaction rate by entropy weight method (EWM) that is giving 12 indexes weight to obtain the weighted sum, and turns the calculation result into a hundred-mark system. In this research, according to the evaluation system model, the weighted satisfaction scores in ICB are attained and the average satisfaction score is 0.785. Students' satisfaction plays the role of an indicator to explore the benefit of promoting internationalizing higher education in ICB. Besides, through quantitative analysis, the satisfaction scores of ICB students are discussed in specific cases. Students majoring in Finance have the highest satisfaction scores while those majoring in Communication have the lowest satisfaction, and satisfaction basically increases with the years staying in ICB. Students are more satisfied with English Competence and less satisfied with Multicultural Exposure. Results like these can help relevant local higher education departments and supervisors investigate further through the specific implementations and the curriculum design to sustainably improve their educational performance."
2024,Findings of Shared task on Sarcasm Identification in Code-Mixed Dravidian Languages,"N, Sripriya and Durairaj, Thenmozhi and K, Nandhini and B, Bharathi and Ponnusamy, Kishore Kumar and Rajkumar, Charmathi and Kumaresan, Prasanna Kumar and Ponnusamy, Rahul and Chinnaudayar Navaneethakrishnan, Subalalitha and Chakravarthi, Bharathi Raja",10.1145/3632754.3633077,https://doi.org/10.1145/3632754.3633077,Association for Computing Machinery,Proceedings of the 15th Annual Meeting of the Forum for Information Retrieval Evaluation,,"Identifying sarcasm in code-mixed languages presents a pivotal challenge within the domain of natural language processing, given the widespread use of multilingual and multicultural communication on social media platforms. This paper presents findings of the Sarcasm Identification shared task hosted as part of DravidianCodeMix@FIRE-2023. The principal objective of this task was to detect instances of sarcasm within a dataset of code-mixed comments in Tamil-English and Malayalam-English, collected from social media platforms. A total of 11 teams participated in this collaborative effort. This analysis provides a comprehensive assessment of the diverse models employed by the participating teams and the system’s performance was measured in terms of the macro-F1 score."
2015,Design issues and challenges for web-based history learning system for adolescents in Malaysia,"Weay, Ang Ling and Abdullah, Siti Hawa and Masood, Mona and Muniandy, Balakrishnan",10.1145/2846439.2846443,https://doi.org/10.1145/2846439.2846443,Association for Computing Machinery,Proceedings of the Asia Pacific HCI and UX Design Symposium,,"In the first section of this paper, we discussed the challenges and issues in designing and developing a web-based history learning system, namely Chrono-Map Web-based Learning System for secondary school students in Malaysia. In section two, we described the main contribution of this paper, the communicability of the learning sites for adolescent which are form four secondary school students aged from 16 to 17 years old in which specific features such as digital cultural marker was included. At the end of the section, the evaluation methods such as the selection of sample size and respondents in the secondary school in a multicultural and multiracial community were discussed."
2020,Data4Good: Designing for Diversity and Development,"De Russis, Luigi and Kumar, Neha and Mathur, Akhil",10.1145/3399715.3400864,https://doi.org/10.1145/3399715.3400864,Association for Computing Machinery,Proceedings of the 2020 International Conference on Advanced Visual Interfaces,,"We are witnessing unprecedented datafication of the society we live in, alongside rapid advances in the fields of Artificial Intelligence and Machine Learning. However, emergent data-driven applications are systematically discriminating against many diverse populations. A major driver of the bias are the data, which typically align with predominantly Western definitions and lack representation from multilingually diverse and resource-constrained regions across the world. Therefore, data-driven approaches can benefit from integration of a more human-centred orientation before being used to inform the design, deployment, and evaluation of technologies in various contexts. This workshop seeks to advance these and similar conversations, by inviting researchers and practitioners in interdisciplinary domains to engage in conversation around how appropriate human-centred design can contribute to addressing data-related challenges among marginalised and under-represented/underserved groups."
2021,Design and development of a web App for ICT and intercultural competences professor self-training,"Ricardo-Barreto, Carmen and Jabba, Daladier",10.1145/3436756.3437014,https://doi.org/10.1145/3436756.3437014,Association for Computing Machinery,Proceedings of the 12th International Conference on Education Technology and Computers,,"This article describes the design and development of a web app to improve the intercultural and ICT competences of university professors, allowing them to create virtual intercultural learning environments. It proposes approaches based on principles of self-training, virtual education, interculturality, and universal learning design. Its development is adopted from the ADDIE instructional design model. The App considers the phenomenon of the use of technology as a means for self-training and appropriation of competences in virtual intercultural learning environments."
2024,Exploring Online Courses Integrating Service Learning into Public Health Amid the Pandemic,"Xu, Xinmao and Zhao, Li and Long, Yu and Pan, Jie and Jiang, Lihua",10.1145/3686424.3686428,https://doi.org/10.1145/3686424.3686428,Association for Computing Machinery,Proceedings of the 2024 Guangdong-Hong Kong-Macao Greater Bay Area International Conference on Education Digitalization and Computer Science,,"Background: Service learning is an innovative curriculum model that integrates academic learning, social service, and structured reflection. This paper examines the practices of service learning at Sichuan University and The Hong Kong Polytechnic University during the pandemic, exploring a new online “design-implementation-reflection-evaluation” service learning model under spatial separation. Implementation: The service learning department of The Hong Kong Polytechnic University developed research tools, while students from Sichuan University served as assessment observers. They conducted “service learning” theoretical course studies and collective lesson planning through online and offline workshops. Service learning pre-surveys on school status and needs, “Virtual Tour” activities, online lecture series, remote teaching, assessment, and reflection were implemented successively in Sichuan and Hong Kong. Experience Summary: The combination of online and offline approaches. Conducting offline needs assessments, surveys, and organizing on-site activities, while timely adjusting the content of knowledge based on the implementation of online courses, focusing on the adaptability and psychological counseling of service recipients. Learning and service integration. Offering service learning courses and training, carrying out cultural dissemination, and national condition experiences. Service and research integration. Treating the service learning process as a research subject, evaluating the effectiveness of service learning, and summarizing experiences and shortcomings. Project design and implementation combined with reality. Integrating courses with the pandemic, public health, and Sichuan-Shu culture to form a multicultural learning exchange. Conclusion: After four years of exploration, by further linking service learning to the needs of society and integrating both professional and non-professional courses, we have facilitated the exchange and cooperation between students from Sichuan and Hong Kong, promoted positive growth in service recipients, and developed a more adaptable and accessible online + offline service learning model."
2023,"Multimodal, Multilingual Dynamic Stories for Literacy Development and Language Learning","Marais, Laurette and Wilken, Ilana and Pretorius, Laurette and Posthumus, Lionel Clive",10.1145/3571884.3604303,https://doi.org/10.1145/3571884.3604303,Association for Computing Machinery,Proceedings of the 5th International Conference on Conversational User Interfaces,,"Early literacy acquisition has been shown to be life-changing. In resource-scarce multilingual, multicultural societies in which appropriately skilled human resources are scarce and the acquisition of early literacy is a huge challenge, the innovative and creative use of technology offers new ways of tackling this strategic educational challenge. Speech technology is particularly suited to this problem, since children can speak long before they can read and write. In this work we present the Ngiyaqonda! project, in which a multimodal learning environment is being developed to facilitate both literacy development and language learning, with the ultimate aim of solving a unique and pressing challenge facing South African foundation phase learners."
2022,Imagining Emerging Technologies for Promoting Intercultural Meaningful Social Interactions: A Participatory Futures Approach,"Ramirez Galleguillos, Mar\'{\i}a Laura and Eloiriachi, Aya and Serdar, B\""{u}\c{s}ra and Co\c{s}kun, Aykut",10.1145/3569219.3569269,https://doi.org/10.1145/3569219.3569269,Association for Computing Machinery,Proceedings of the 25th International Academic Mindtrek Conference,,"Intercultural Meaningful Social Interactions (IMSI) are positive and impactful interactions held between intercultural strangers. Previously, studies have explored these interactions characterizing them, identifying factors that influence them, and tactics and strategies to promote them. Still, what kind of technologies could encourage IMSI is underexplored. Hence, we took a participatory futures approach to understand participants' imaginaries and perceptions of potential technologies to promote IMSI. We conducted participatory futures workshops with locals and migrants living in Istanbul, an exemplary multicultural city between the east and west, who envisioned and discussed 15 concepts of emerging technologies that would enable IMSI in Istanbul of 2050. By analyzing this work, our contribution is first to present six visions of alternative futures of IMSI and, second, to introduce the tools and implications of the methodology followed to enable participants' futures thinking of IMSI in an intercultural context."
2021,Learning Analytics: Moving on?,"Conde, Miguel \'{A}ngel and Hern\'{a}ndez-Garc\'{\i}a, \'{A}ngel and Chaparro-Pel\'{a}ez, Julian",10.1145/3486011.3486519,https://doi.org/10.1145/3486011.3486519,Association for Computing Machinery,Ninth International Conference on Technological Ecosystems for Enhancing Multiculturality (TEEM'21),,"This is the introductory article of the track on Learning Analytics within the 2021 International Conference Technological Ecosystems for Enhancing Multiculturality (TEEM’21). In this article, we lay out the motivation of the main theme of this edition's track, the main topics of interest and the review process followed for submission of contributions. We also present an outline of the accepted contributions and conclude with our own reflections on current issues in research on learning analytics, based on both our opinions and experience as track chairs in previous editions."
2021,5th International Symposium on Gamification and Games for Learning,"Arnedo-Moreno, Joan and Gonz\'{a}lez-Gonz\'{a}lez, Carina",10.1145/3486011.3486434,https://doi.org/10.1145/3486011.3486434,Association for Computing Machinery,Ninth International Conference on Technological Ecosystems for Enhancing Multiculturality (TEEM'21),,"This document presents the workshop summary of the 5th International Symposium on Gamification and Games for Learning (GamiLearn’21), which was held in Barcelona from October 27-29. The session was held as a track of the 9th International Conference on Technological Ecosystems for Enhancing Multiculturality (TEEM’21). The goal of GamiLearn is to celebrate the great potential of gameful approaches (e.g., game-based learning, serious games, gamification, etc.) as educational tools, by serving as a meeting place for researchers and practitioners who want to share their experiences on the topic.CCS CONCEPTS • Human-centered computing → Interaction design; Interaction design theory, concepts and paradigms"
2021,TEEM 21. Track: Educational Innovation,"Sein-Echaluce, Mar\'{\i}a Luisa and Fidalgo-Blanco, \'{A}ngel",10.1145/3486011.3486448,https://doi.org/10.1145/3486011.3486448,Association for Computing Machinery,Ninth International Conference on Technological Ecosystems for Enhancing Multiculturality (TEEM'21),,"The Track 5 on Educational Innovation is organized at the TEEM: Technological Ecosystems for Enhancing Multiculturality conference. This track analyzes trends in educational innovation and their impact on the use of technologies in learning, educational cultural changes, new methods of educational innovation, transformations in teaching content and key aspects in the learning process, such as motivation."
2022,The Objects We Carry; The Memories We Share: Recollecting Collective Memories through Participatory Stop-motion with Personal Objects,"Eivazy, Nairy and Peeters, Jan P. L. and Claes, Sandy",10.1145/3537797.3537890,https://doi.org/10.1145/3537797.3537890,Association for Computing Machinery,Proceedings of the Participatory Design Conference 2022 - Volume 2,,"Animated film can contribute to evoking and sharing the memories that are embodied by objects. Diaspora communities who are dispersed all over the world, such as the Armenian diaspora, maintain a myth or collective memory of their homeland. They carry objects with them that are representative of their roots and create a sense of belonging alongside objects that depict their everyday life and multicultural identity. Through their tangible and tacit aspects, these objects include rich stories that can be made visible through stop-motion photography, made in collaboration with community members who have no experience in film-making. We learned that the participatory animation approach and the resulting animation can support a collective expression and understanding. In this situated action and exhibition installation, we will present this participatory animation approach and resulting animated film."
2021,Mixed Methods Research: From complementarity to integration,"Pinto-Llorente, Ana Mar\'{\i}a and S\'{a}nchez-G\'{o}mez, Mª Cruz and Costa, Antonio Pedro",10.1145/3486011.3486420,https://doi.org/10.1145/3486011.3486420,Association for Computing Machinery,Ninth International Conference on Technological Ecosystems for Enhancing Multiculturality (TEEM'21),,"This is the fourth edition of the track Implementation of Qualitative and Mixed Methods Researches in the International Conference on Technological Ecosystems for Enhancing Multiculturality (TEEM). Its main objective is to provide a space to researchers to present the latest results and advances of mixed method researches. Investigations that propose a more current methodological proposal in order to enhance knowledge generated from this approach. This track also tries to contribute to the work carried out by different conferences that have made a great effort to disseminate and discuss the findings of great varieties of mixed methods researches. In this new edition, relevant researches, that contribute significant advances in this field, have been presented. In this paper, we present specific data from each of these studies. Scientific works that add quality to mixed methods research."
2023,Virtual Archaeology in a Multi-platform and Multi-lingual Setting,"Murtas, Vittorio and Lauro, Vittorio and Lombardo, Vincenzo",10.1145/3563359.3596664,https://doi.org/10.1145/3563359.3596664,Association for Computing Machinery,"Adjunct Proceedings of the 31st ACM Conference on User Modeling, Adaptation and Personalization",,"Virtual archaeology has been an active field of investigation in recent decades when imaging techniques have been paired with physical excavations. Also, in recent times, virtual environments have greatly contributed to data interpretation, with applications to scientific dissemination for wide audiences and to scholar investigations that reproduce the excavation field. Underlying the virtual archaeology applications are comprehensive semantic databases that describe both the excavation processes, with the stratigraphic units and the archaeological sites, and the findings with related interpretations. This paper presents BeA-ViR, an application for virtual archaeology that is devoted to general audiences and multi-disciplinary scholars. The archaeological excavation concerns a site in Japan with related multicultural and multilingual issues. BeA-ViR is deployed in three platforms: desktop, CAVE, and web browser. It has been conceived to be effective for large audiences as well as for specialized scholars. It relies on a comprehensive database that merged archaeological and archaeometric knowledge."
2025,SIGMOD/PODS '25: Companion of the 2025 International Conference on Management of Data,,,,Association for Computing Machinery,,,"It is with great pleasure that we welcome you to the 2025 ACM SIGMOD/PODS International Conference on Management of Data in the capital of the Federal Republic of Germany. We are looking forward to your having an exciting conference here in Berlin, a vibrant metropolis located in the heart of Europe.With over 3.6 million inhabitants, Berlin thrives thanks in part to the diverse people from all over the world who have shaped the city. Nowhere else in Germany can you find so many world-famous sights, business events, concerts, museums, shopping opportunities, and vast culinary delights. Interestingly, Berlin is known as a water city, with its extensive network of rivers, lakes, and canals, and a great many bridges: significantly more than Venice!Modern Berlin is not only a leading cultural hub, it is a leading science hub as well. Over the past few decades, the metro area has developed into an international stronghold in data systems technology. Today, there are major industrial players, including Amazon, Databricks, Google, and Snowflake. In addition, there are several leading academic institutions and research organizations, including BIFOLD/ Technische Universit\""{a}t Berlin, DFKI (German Research Center for Artificial Intelligence), the Hasso-Plattner Institute at the University of Potsdam, and the Humboldt University of Berlin. Furthermore, Berlin boasts a vibrant startup scene.This year SIGMOD will be held at the InterContinental Berlin, a modern and internationally renowned hotel, distinctive for its checkerboard fa\c{c}ade and one of the most famous hotels in the region. Directly located at the famous Tiergarten and just a short walk from the iconic Brandenburg Gate, the InterContinental Berlin is a fantastic point to begin exploring the multicultural metropolis.The conference banquet will be held at the Colosseum Berlin, a former horse-drawn railway hall, later a cinema, and now an impressive complex that hosts events. This one-of-a-kind space seamlessly blends the charm of historic brickwork with a contemporary atmosphere."
2022,TeamSpiritous - A Retrospective Emotional Competence Development System for Video-Meetings,"Benke, Ivo and Schneider, Maren and Liu, Xuanhui and Maedche, Alexander",10.1145/3555117,https://doi.org/10.1145/3555117,Association for Computing Machinery,,,"Video-meetings essentially determine remote work life. However, video-meetings experience challenges originating from human emotions. Therefore, emotional competence, the ability to perceive, understand, and regulate emotions, is of the highest relevance. With limited transfer capacity of emotional information and various communication challenges, developing emotional competence, however, is complex. To overcome this complexity, we present TeamSpiritous, an individual, retrospective emotional competence development system for video-meetings. TeamSpiritous allows to upload and analyze recorded video-meetings on emotional processes and provides support for individual development of emotional competence.We evaluated TeamSpiritous quantitatively and qualitatively in a six-week, longitudinal field study with 47 participants from China and Germany. Results of our study show that intra- and interpersonal emotional competence significantly increased over time for the whole sample. In particular, intrapersonal emotion regulation and interpersonal emotion perception and understanding improved. Since remote work video-meetings are often multicultural, we also investigated cultural differences and observed in our results that the effects of TeamSpiritous exist beyond cultural backgrounds (China, Germany). With our work, we contribute with the design of TeamSpiritous and understanding of its effects on emotional competence development."
2022,Phenomena: Co-Designing Planetary Care Through Joy,"Guerra, Ruth Isabel D.",10.1145/3537797.3537845,https://doi.org/10.1145/3537797.3537845,Association for Computing Machinery,Proceedings of the Participatory Design Conference 2022 - Volume 2,,"Many narratives about the future of our planet—whether through forecasting or science fiction—are often dystopian. Within this framework, fear becomes the catalyst for change. But how can we be certain that our solutions will lead to positive outcomes? PHENOMENA is a world-building tool and experience that approaches caring for our planet through the radical act of joy. This workshop fosters open collaboration among teams through participatory design (PD) approaches and situates play as central to the design process. It is intended to offer an alternative design methodology, establish meaningful connections with our planet, and democratize the pursuit of solving world problems. Workshop sessions are open to anyone interested in this topic, preferably those from interdisciplinary and multicultural backgrounds. Participants should be open to playing games and engaging in physical theatre within a group setting."
2022,LEADING TEAMS TO VICTORY: Where Creative Theory Meets Practice: Where Creative Theory Meets Practice,"Grossman, Wendy Swart and Guillemin, Jeannette and Hofreiter, Sebastian and Tang, Min",10.1145/3527927.3531201,https://doi.org/10.1145/3527927.3531201,Association for Computing Machinery,Proceedings of the 14th Conference on Creativity and Cognition,,"This research-based, interactive workshop invites attendees to explore the sociocultural theory of creativity and to engage in interactive activities that spark team creativity and innovation. We will introduce the research of the VICTORY model (Vision, Ideation, Combination, Team, Openness, Risk-taking, and Yes-I-can Mindset) as a method to promote team creativity and innovation. Workshop participants - researchers, educators and creative practitioners - will have the opportunity to experience putting theory to practice. We will then bridge research with creativity training and introduce techniques to build powerful and effective multicultural, interdisciplinary teams."
