year,title,author,doi,url,publisher,booktitle,editor,abstract
2024,"Educational innovations supported by AI, VR, AR and metaverse technologies","Acuna, Alejandro and Juarez, Antonio and Vazquez, Ruben",10.1109/ICAMAC62387.2024.10829025,,,"2024 International Conference on Artificial Intelligence, Metaverse and Cybersecurity (ICAMAC)",,"In higher education, the use of emerging technologies such as artificial intelligence (AI), augmented reality (AR) and virtual reality (VR) represents a Triad of Visual Digital Innovation (TVDI), which is transforming teaching and learning processes, particularly in international collaborative projects. During the COVID-19 pandemic (2020-2022), teaching experiences with different technologies were developed, to captivate students who continued their studies virtually. At the end of the confinement, the use of the triad increased exponentially. However, the lack of specific methodologies that effectively integrate these technologies in a multicultural and sustainable context remains a challenge. The cases presented in this work demonstrate the potential of TVDI to improve teaching-learning experiences at a professional level and related to creative disciplines, which can promote greater motivation, immersion and even international collaboration. The findings suggest that the educational innovations and methodologies developed can be adapted and replicated in other educational contexts and projects that seek to integrate TDVI to address local and global challenges."
2017,Geographic names on old maps of early 20th century toward a spatio-temporal gazetteer: A study on their accuracy in Northeast Thailand,"Yoshikatsu, Nagata",10.23919/PNC.2017.8203528,,,2017 Pacific Neighborhood Consortium Annual Conference and Joint Meetings (PNC),,"Geographic names in past are important information in various fields in social sciences as they can be found in documents of those days. To digitize such old geographic names as a snapshot database must be a first step of digitization; however, there are many awaiting solutions to link old names with current geographic names toward a spatio-temporal digital gazetteer. In this article, major source materials of old geographic names are maps of Thailand which were published in early twentieth century. Village names on these maps are names in almost 100 years ago. Even locational accuracy is not enough reliable, many historical and ethnic information on local communities can be retrieved from old maps. Facts and prospects mainly on old geographic names of Northeast Thailand are discussed."
2020,Multi-Dimensional Representation System of Visual Elements in Graphic Design Based on Computer Aided,"Jiayi, Liu",10.1109/ICMTMA50254.2020.00090,,,2020 12th International Conference on Measuring Technology and Mechatronics Automation (ICMTMA),,"The element vision in the graphic design further extends the meaning of the dimension, and introduces the imagination of the person into the graphic design element, so that the dimension in the graphic design element is greatly expanded, not only is limited to the real existing dimension in the nature and the environment, It is also an active collection and integration of social phenomena. A computer-aided multi-dimensional representation of graphic design visual elements is proposed. A computer-aided multi-dimensional representation of graphic design visual elements is presented. through the plane template characteristic matching method, the multi-dimensional characteristic equalization processing of the graphic design visual element is carried out, the graphic design visual image is subjected to the multi-dimensional information enhancement processing in the communication area, the spatial expansion and expression ability of the graphic design is improved, And the multi-dimensional expression of the graphic design visual element is carried out. The simulation results show that the method can improve the multi-dimensional expression of visual elements in graphic design, and improve the multi-dimensional expression of visual elements in graphic design."
2019,"The role of matsuri in promoting sustainability and identities of ethnic groups in Japanese society: case of Ikuno district, Osaka","Sunghee, Chung and Kyounghee, Kim",10.1109/ECBIOS.2019.8807444,,,"2019 IEEE Eurasia Conference on Biomedical Engineering, Healthcare and Sustainability (ECBIOS)",,"People from various ethnic and diverse countries are living in the area we live in today. How can a city, a complex of such diverse members, achieve a sustainable local community? Currently, there are about 460,000 Koreans living in Japan. The largest number live in Ikuno district, Osaka. After the end of World War II to the present, Koreans in Japan have been subjected to discrimination and hatred in Japanese society, such as national education, fingerprinting refusal movement, and hate speech. By solving these social conflicts and problems, they needed an opportunity to strengthen their sense of fellowship through confirmation of their identities, and to inform the society and region of their presence. At this time, `Matsuri', played a big role in expanding communication with other groups for maintaining their identity. `Matsuri' is a traditional Japanese festival based on the religious purpose and the bond of local residents. In this article, we examine how the festivals in many ethnic groups played a role in reducing the conflict between the Japanese local community and the ethnic group. We will discuss a sustainable society where ethnic groups can live all together, through the analysis of `Ikuno Cultural Festival' and `Ikuno Korea town Festival' held in Osaka."
2025,Transformative Technologies for Rehabilitation: Leveraging Immersive and AI-Driven Solutions to Reduce Recidivism and Promote Decent Work,"Sousa, Rafael T. and Oliveira, Elisa A. M. and Cintra, Luiza M. F. and Filho, Arlindo R. Galvão",10.1109/VRW66409.2025.00042,,,2025 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW),,"The reintegration of incarcerated individuals into society presents significant challenges, particularly in addressing barriers related to vocational training, social skill development, and emotional rehabilitation. Immersive technologies, such as Virtual Reality and Augmented Reality, combined with generative Artificial Intelligence (AI) and Large Language Models, offer innovative opportunities to enhance these areas. These technologies create practical, controlled environments for skill acquisition and behavioral training, while generative AI enables dynamic, personalized, and adaptive experiences. This paper explores the broader potential of these integrated technologies in supporting rehabilitation, reducing recidivism, and fostering sustainable employment opportunities and these initiatives align with the overarching equity objective of ensuring Decent Work for All, reinforcing the commitment to inclusive and equitable progress across diverse communities, through the transformative potential of immersive and AI-driven systems in correctional systems."
2020,Preliminary research on the Historical Identity of the Anti-Japanese War among Chinese Vocational College Students,"Wang, Xun and Tang, Xi-Fen and Cao, Ying and Han, Lei-Lei and Cao, Yi-Hua and Yu, Cheng-Xiao and Sun, Jia-Yi and Li, Wen-Yuan and Pu, Li-Wen and Gao, Xiang",10.1109/ICMEIM51375.2020.00134,,,2020 International Conference on Modern Education and Information Management (ICMEIM),,"The absence of historical education in the history of the Anti-Japanese War reflects the lack of historical identity to the War. Based on empirical analysis, the status quo of vocational college students' historical identity with the War is even more worrying. Historical identity of the Anti-Japanese War is an important national consciousness, and the key to its cultivation lies in the strengthening of education in the history of the War. Education on the history of the Anti-Japanese War is essentially ideological & political education, with the ultimate goal of strengthening the political values of the younger."
2016,A Taiwan virtual reality memory project: Rituals in the circle,"Cornelisse, Richard and Blundell, David",10.1109/VSMM.2016.7863213,,,2016 22nd International Conference on Virtual System & Multimedia (VSMM),,"The aim of the proposed 360-degree virtual reality (VR) documentary explores questions of identity in the multiethnic environment of Taiwan, the connection to perception, tradition, and globalization, as well as how these in turn characterize culture in Taiwan as distinct in the region. The VR framework presented here was conceived by Richard Cornelisse for providing an installation of multi-dimensional experiences of a diverse Taiwanese milieu, that captivates and transports the viewer to a subtle, yet heightened, awareness of local nuances between people, location, and religious rituals. These experiences are meant to re-contextualize how one can understand Taiwan in terms of the people, culture, diversity, and landscape of as both viewer and participant. Our interactive platform activates viewer participation and allows them to engage the subject matter in a unique individualized experience of people and place: one that not only questions how one can understand issues of identity and traditions in a rapidly changing globalized cultural landscape, but also how one can experience local culture and geography through a malleable, immersive, non-linear narrative."
2022,The Fading Of Chinese Ethnic Minority Culture - A Case Study Of Five Inner Mongolia Novels,"Wen, Hao",10.1109/ISEC54952.2022.10025296,,,2022 IEEE Integrated STEM Education Conference (ISEC),,"Culture fading among ethnic minority population is critical to the social diversity, and it may cause social problems like reduced national identity and cultural confidence. China, experiencing fast economic development, is confronted with challenge of losing its splendid ethnic minority culture inheriting from thousands of years ago. Though government is calling for attentions and made laws to help protect the minority culture in China and built museums. but the young generation of Chinese people tend to migrate to urban areas for career development, where innovation, technology and efficiencies are more valued than ethnic diversity. This paper builds upon ”Boundless Grassland”, ”The Believer’s Last Word”, ”JunMa, CangLang, GuXiang”, ”Fu Qin Yu You Er Qu”, ”Da Sheng Kui Shang Hao”, providing evidence of culture fading by analyzing the frequency of appearance of Mongolian Culture related images in those novel. The reasons of choosing novels as the data sources are the popularity of the novels is high enough, those novels are all written by Mongolian writers in China, and the the concentrated description or implication about the status quo of Mongolian Culture that are presented along the action of the characters in the novels. Based on Edward W Said’s Orientalism, deep literature analysis methods of content analyses were used to ground change of Mongolian culture from the images presented in the novels that falls into 6 sectors: symbols, language, beliefs, values, and artifacts. I found that first, the fading of Chinese ethnic minority culture starts when modernization starts. Second, internal Orientalism caused culture fade and posed a strong threat to the preservation of Ethnic minority culture. Third, the process of objectification and internal Orientalism and their impact can be generalized to other culture. This work contributes to the literature of Orientalism, where China’s data and state-of-art is rarely documented. Mongolian culture is one of the most influential culture on the world that impacted over half of the world throughout its history. The conservation of Mongolian culture is vital for the ethnic Mongolians, and will serve as a road map for the later preservation of the Culture of Ethnic Minority."
2024,Work in Progress: Culturally Relevant Pedagogy in Engineering: Understanding Faculty Perceptions,"Huggins, Natali and Murzi, Homero",10.1109/EDUNINE60625.2024.10500612,,,2024 IEEE World Engineering Education Conference (EDUNINE),,This work in progress explains the importance of implementing culturally relevant pedagogical approaches in engineering education and describes our methodological approach to better understand instructors’ perceptions of the value of such pedagogical practices in engineering. We present a rationale on why CRP is important and lay out our future plan to collect and analyze data in this ongoing larger project.
2020,How to turn issues into success in informatics project management,"Bartfai, Agnes",10.1109/SISY50555.2020.9217067,,,2020 IEEE 18th International Symposium on Intelligent Systems and Informatics (SISY),,"In this article I describe a case study about a software migration project on six thousand servers. My goal is to highlight that project success can be wider interpreted, and the appropriately handled issues can turn into success. We will look at the impact of geographical diverse environment, technical and resource issues. At the end I would like to suggest solutions for the efficient leadership methodologies that can resolve the previously mentioned problems."
2025,Facial Recognition for Automated Attendance Management: A Solution Adapted to Senegalese Educational Environments,"Kondengar, Thierry and Ba, Mamadou and Kachallah, Abagana Mahamat and Fall, Ismaila and Ouya, Samuel",10.1109/EDUNINE62377.2025.10981338,,,2025 IEEE Engineering Education World Conference (EDUNINE),,"This research proposes an automated attendance management solution using facial recognition, tailored to the Senegalese educational system. Given the challenges of traditional methods in overcrowded classrooms, our approach integrates artificial intelligence through the OpenCV DNN module, providing a balance between accuracy and required resources. The developed architecture combines an intuitive user interface, realtime video processing, and automated report generation, relying on a Flask server and a MySQL database. The solution is adapted to local constraints, particularly ethnic diversity, and integrates with existing surveillance systems. Tests demonstrate high facial detection accuracy while respecting ethical considerations and complying with Senegalese legal frameworks for personal data protection, thus contributing to the modernization of the educational system."
2024,Generation-specific perception of competences leading to agility1,"Csiszárik-Kocsir, Ágnes and Varga, János and Popovics, Anett and Garai-Fodor, Mónika",10.1109/SAMI60510.2024.10432853,,,2024 IEEE 22nd World Symposium on Applied Machine Intelligence and Informatics (SAMI),,"The digitalisation efforts of the 21st century have valorised the role of competences, as companies are only willing to employ employees with a wide range of knowledge, who can be trained and retrained in gradually changing workplaces. These workers are also more likely to have job security than unskilled and sometimes untrained workers. Competency has become a key concept in human resource management because it helps to identify the factors and pathways that can lead to a high performing, competent workforce. Nowadays, new competencies are being identified, such as a project-oriented approach, innovative behaviour and even an agile mindset. These concepts have not been encountered so far, or at least not to such an extent. The aim of our study is to identify and assess, through the eyes of different generations, which competences lead towards agile behaviour, based on the results of a primary research, highlighting the readiness and preparedness of different age groups to operate in an agile way."
2024,Emotional Stress Detection Using the Variance of Deep Convolutional Neural Network (DCNN) Analysis Using Facial Images,"Owusu Amoako, Prince Yaw and Arthur, John Kingsley and Boateng Agyenim, Yaw Oti and Ackah, Benedict Boakye and Amber-Doh, Ronky Wrancis and Damoah, Dominic Dalyngton",10.1109/SmartBlock4Africa61928.2024.10779549,,,2024 IEEE SmartBlock4Africa,,"Emotional stress is a common issue that can have negative impacts on an individual's health, productivity, and overall well-being. Detecting emotional stress in real-time can help provide timely interventions to alleviate its negative effects. This study aims to explore the effectiveness of using the variance of deep convolutional neural network (DCNN) for analysis of facial images for emotional stress detection. Four DCNN models, namely VGG16, ResNet50, AlexNet, and VGG19, were used to analyze facial images and measure their variance to detect emotional stress. The results showed that the variance of DCNN analysis of facial images is an effective method for detecting emotional stress. The study highlights the potential of using DCNN models for real-time emotional stress detection and can be applied in various fields, such as healthcare, education, and security, to detect emotional stress and provide timely interventions."
2024,Extraction of Handwriting Features in Tablet Shape Drawing for Developmental Screening,"Mima, Ryota and Okada, Yuichi and Yoshitugu, Shunsuke and Shimizu, Satomi and Yonezawa, Tomoko",10.1109/SCISISIS61014.2024.10759956,,,2024 Joint 13th International Conference on Soft Computing and Intelligent Systems and 25th International Symposium on Advanced Intelligent Systems (SCIS&ISIS),,"In recent years, there has been an increasing demand for more easily accessible testing tools for developmental screening because the number of certified public psychologists and testing institutions is limited. To solve the problems, we have focused on drawing tests for screening and developed a tablet-type drawing data acquisition system to collect drawing data from young children. In this study, we investigate the relationship between developmental age and features extracted from stroke data in drawing. Specifically, based on the pen tip's position with each elapsed time from the test's start, we extracted each drawn figure's features, such as speed during drawing, for performing a multiple regression analysis using these features and living age in months as an explanatory variable and developmental age in months as the objective variable. As a result, we found that living age in months contributed the most to estimating developmental age in months."
2024,"Cultural Insights in Souls-Like Games: Analyzing Player Behaviors, Perspectives, and Emotions Across a Multicultural Context","Pan, Sicheng and Xu, Gary J. W. and Guo, Kun and Park, Seop Hyeong and Ding, Hongliang",10.1109/TG.2024.3366239,,,,,"Souls-like games are one of the most popular and emerging genres in the contemporary gaming world. This study compared the behavioral characteristics, perspectives, and emotional expressions of players in Souls-like games from different cultural backgrounds, specifically examining the distinctions and commonalities among them. Natural language processing techniques were employed to analyze English, Chinese, and Russian reviews of 17 Souls-like games to investigate players' gaming experiences, including gameplay behaviors, game evaluations, and emotional experiences. The findings revealed significant disparities among players from different cultures in all three aspects of their engagement with Souls-like games. Specifically, these players exhibited significant culture-related variations in their behavioral characteristics toward Souls-like games. In terms of perspectives, English-speaking players tended to focus more on game optimization, whereas Chinese and Russian players paid greater attention to game combat design. Regarding emotional expressions, Chinese players were more prone to exhibit emotions of anger and disgust, while English and Russian players displayed a more neutral emotional stance. These cultural insights provide valuable information for game developers to better meet the needs and expectations of players from different cultural backgrounds. This study not only broadens our understanding of player behaviors and cultural influences but also lends robust support to cross-cultural gaming research."
2020,Engineering Education for Sustainable Development: The European Project Semester Approach,"Duarte, Abel J. and Malheiro, Benedita and Arnó, Elisabet and Perat, Ignasi and Silva, Manuel F. and Fuentes-Durá, Pedro and Guedes, Pedro and Ferreira, Paulo",10.1109/TE.2019.2926944,,,,,"Contribution: An analysis of the extent to which sustainability is present in the syllabi, project briefs, report templates, and student final reports of the three Iberian European project semester (EPS) providers, over a five-year period. Background: EPS is a one-semester capstone project framework that adopts project-based learning and multicultural, multidisciplinary teamwork. Educating engineers for sustainable development requires fostering critical and ethical thinking and a desire for equity, solidarity and preservation of natural resources, and cultural and genetic diversity. Existing engineering capstone design programs emphasize solving real world problems, hands-on training, and soft skills, but few focus on sustainability aspects of engineering design. The three Iberian EPS providers adopt project-based learning and teamwork methodologies, promoting the development of transversal skills and addressing sustainability in a multicultural and multidisciplinary background. Intended Outcomes: To show that the three Iberian EPS providers follow these recommendations and contribute to raising students’ awareness of sustainable development. Application Design: The proposed sustainability learning assessment method collects evidence from syllabi, project briefs, report templates, and final reports to extract faculty and student perspectives. The sustainability-related terms collected were processed into word cloud format, allowing a simple and intuitive interpretation of students’ understanding of sustainability, and in co-occurrence network format, to understand if sustainability has a pervasive or confined presence within the reports. Findings: Iberian EPS faculty and students are aware of the social, economic, and environmental impact of their projects, in terms of quality of life, social responsibility, the use of resources, and environmentally friendly technology."
2022,Leadership Cultural Intelligence to Improve Decision Making Process in Cross-Cultural Work Atmosphere,"Abdeldayem, Marwan M. and Hameed Aldulaimi, Saeed and Alazzawi, Abdulsattar",10.1109/DASA54658.2022.9764993,,,2022 International Conference on Decision Aid Sciences and Applications (DASA),,"The aim of this study is to provide an empirical evidence on the value of using a coherent organizational framework of Cultural Intelligence (CQ) to pursuing tasks effectively in diverse contexts. Hence, a qualitative research design was used to achieve the research objectives. The study employs in-depth Interviews with 60 participants from Gulf Air (GA) to collect the required data for this research effort. The open-ended qualitative questions used, have enabled participants to provide supplementary evidence around cultural intelligence and were valid for interpretation. This study provides an understanding of how individuals perform in multicultural environments, which can be helpful to managers in formulating new motivational strategies to enhance employee performance. The results show significant characteristics that predict employees’ ability to function effectively in a multicultural work environment. These findings have implications for GA and other companies looking for survival and growth in the global marketplace. Given the research findings, senior leaders of GA (and other airlines companies) should give CQ a priority, define and develop its goals, and value employees with high CQ to improve organizational performance in international assignments."
2024,The Avalanche of Artificial Intelligence and its Ethical Implications on Multicultural Diverse Global Village,"Hussain, Mumtaz and Soomro, Tariq Rahim",10.1109/GCWOT63882.2024.10805696,,,2024 Global Conference on Wireless and Optical Technologies (GCWOT),,"The history of AI began in 1938 with the development of the Turing bombe by Alan Turing, followed by the Turing Test. Turing's work raised the question of whether machines can think, sparking extensive research. The progression of AI continued with the introduction of LISP in 1958 and Expert Systems in the 1960s. Technological advancements, such as, computing power, networking, and the rise of machine learning led to AI's rapid development. Today, AI is widely applied in various fields. This paper comprises an introduction, a literature review, a proposal for an Ethical Framework for AI development, and a conclusion. The introduction provides a concise history of AI, advance of AI, and delves into terms ethics and culture. The literature review examines different areas of applications of ethical AI and AI Ethics. Subsequently, a unique framework for ethical considerations in AI is suggested, which concludes the paper."
2020,Smart Technology to Improve Cultural and Gender Diversity in Engineering Education,"Waizmann, Bastian and Schuhbauer, Heidi and Brockmann, Patricia",10.1109/EDUCON45650.2020.9125350,,,2020 IEEE Global Engineering Education Conference (EDUCON),,"Women, people from non-academic families, single parents and those with a migration background represent an underutilized pool of potential future professionals in engineering disciplines. Many potential candidates from these underrepresented groups may not even consider a career in engineering due to language, bureaucratic and financial hurdles as well as a lack of identification with traditional role models. The requirements engineering, prototypical development and initial testing of a smart technology chat bot to recruit engineering students from underrepresented groups is presented."
2020,Global competences through IDEEA Global course,"Orta, Pedro and Urbina-Coronado, Pedro D. and Ahuett-Garza, Horacio",10.1109/EDUCON45650.2020.9125400,,,2020 IEEE Global Engineering Education Conference (EDUCON),,"This paper presents the development of a Global course and competition. The relevant literature with related experiences was reviewed and analyzed. During the project, a course on Design Thinking was created with online videos, and international teams of students were created, with mentors from different universities. This work presents examples of project development and the challenges that took place during the development of the projects. The global competition (and its organization) is explained. Global competences are analyzed, and the results are presented from the survey and final reports. It is concluded that global competencies were achieved by the development of the project and competition."
2022,An award winning approach to education relating to renewable energies,"Gilmour, Bob",10.1109/EFEA56675.2022.10063830,,,2022 7th International Conference on Environment Friendly Energies and Applications (EFEA),,"The growth in employment for the renewables industry combined with transition from other energy sources, is predicted to result in over 100 million employees in the sector worldwide by 2030 [1]. These employees will come from a variety of disciplines, cultures and backgrounds and will require a range of education and training to help us address climate change. Higher Education Institutions (HEI) will be a primary provider of this education/training and whilst there is an increasing number of renewable energy courses being developed, many of them focus on one discipline. They therefore potentially miss the benefits of multidisciplinary and intercultural group learning to help develop the “durable skills” required by industry [2]. This paper charts the on-going journey of an award-winning approach to learning [3] associated with the renewables sector that has been developed in Universities and industry in Europe. The Promoting Excellence in Employability and Transversal Skills (PEETS) initiative co-created a variety of innovative learning opportunities for students and staff enhancing both knowledge and skills development. Experiential and problem-based challenges through eg the construction of 5m tall wind turbines at a 10 day intensive study period, supported deeper learning through reflection. This initiative was awarded the prestigious Collaborative Award for Teaching Excellence (CATE) by AdvanceHE in 2019. Such a model of interdisciplinary learning is readily transferable across the sector and can assist in the development and application of environment-friendly energies."
2021,Diversity and Communication in Virtual Project Teams,"Varhelahti, Mervi and Turnquist, Tiia",10.1109/TPC.2021.3064404,,,,,"Introduction: Virtual teams, especially project teams, increasingly rely on computer-mediated communication for interaction when collaborating and completing their tasks. Team members represent various cultures, occupations, and industries. Virtual teams often use English as a business lingua franca in communication. This study investigates critical factors related to virtual project teams that influence computer-mediated communication. Research questions: 1. How is diversity in video meetings experienced by the members of multidisciplinary and multicultural project teams? 2. Do differences in team members’ occupational or industrial backgrounds show in their opinions on video meetings? Literature review: The effectiveness of communication has been identified as playing a critical role in the success of virtual projects. Diversity, whether disciplinary or cultural, enriches teamwork by bringing different viewpoints to discussions. On the other hand, diversity can also set some challenges for communicating these viewpoints. Research methodology: Mixed methods were used to analyze data obtained from 104 responses to an online survey. Spearman's correlation coefficient and Kruskall-Wallis nonparametric tests were used for statistical analysis, and open comments were analyzed using thematic content analysis. Results and conclusion: The findings show that linguistic, cultural, and occupational diversity facilitates communication in virtual project team meetings. In addition, applying appropriate features of video meeting tools in different stages of project teamwork leads to better communication in virtual teams. A high level of English proficiency is not required, but clear communication rules are essential. In addition, some occupational or industry-specific differences in opinions on communication could be identified."
2016,Effects of bilateral problem-based learning program for engineering students: Case of a joint course with Japan and Thailand,"Ota, Eri and Punyabukkana, Proadpran",10.1109/FIE.2016.7757389,,,2016 IEEE Frontiers in Education Conference (FIE),,"The purpose of this paper is to assess the learning outcomes of a problem-based learning (PBL) program within multi-cultural setting for students majoring in engineering. To meet the pressing needs of global issues such as population change, energy, and environment, the tasks required for engineers have expanded in recent decades to include working in multicultural environments. There, along with technical skills and knowledge in their fields of expertise, engineers are required to be equipped with skills and minds able to work in these fields. As such, higher educational institutions have conducted educational reform to develop active learning along with inter-country university programs. Tokyo Institute of Technology in Japan and Chulalongkorn University in Thailand developed a joint PBL program titled “Global Awareness for Technology Implementation in the Solving of Social Issues”. The uniqueness of this PBL program is that it combined the virtual on-line group work and face-to-face meeting. This paper summarizes the process of curriculum development, pedagogy utilized in the course, as well as research findings and its reasons. Through this process the paper aims to discuss challenges and opportunities for future prospects of global engineering education utilizing digital devices to promote inter-cultural PBL."
2015,"Collaboration, distribution and culture - challenges for communication","Jaakkola, Hannu and Henno, Jaak and Thalheim, Bernhard and Mäkelä, Jukka",10.1109/MIPRO.2015.7160354,,,"2015 38th International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)",,"Work, to an increasing amount, is based on collaboration between different partners; collaboration emphasizes the importance of communication between the collaborating parties. Increasingly, work is also becoming distributed and carried out in different geographical locations; distribution underlines the importance of managing and organizing work. The third important aspect characterizing current work is globalization; this refers to the multicultural characteristics of work and the need to understand the behavioral patterns of different (national) cultures. The paper addresses these three challenges related to the current work context. The approach points out the importance of a deep understanding of the characteristics of work - collaboration, distribution, and cultural diversity. Adaptive learning provides one potential solution to the challenges."
2020,Experiencing the Sheffield Team Software Project: A project-based learning approach to teaching Agile,"Olayinka, Olakunle and Stannett, Mike",10.1109/EDUCON45650.2020.9125175,,,2020 IEEE Global Engineering Education Conference (EDUCON),,"Graduates of computer science and software engineering degrees are often expected by employers to possess various technical skills as well as competencies in project management, testing, teamwork, and other soft skills. Extant literature has identified that these competencies are often not addressed by traditional teaching approaches such as lectures and labs. In this paper, we present a project-based learning approach to teaching agile software development where students work in multicultural teams to develop software for clients. This approach to teaching software development addresses some of the competencies required by employers, and the feedback from students, clients, and tutors are discussed and analysed critically."
2021,Affordable and Reliable Power and Communication Device for Continuous Online Learning for African Students,"Bolu, Christian A. and Mahmud, Jafaru Oshiobugie and Obiazi, Adagbonyin Moses Osekuyenim and Falade, Funso and Domfang, Claude and Dada, Joseph O. and Musa, Tagwa Ahmed and Jadi, Aisa and Mkandawire, Theresa and Imasogie, Benjamin and Awoyemi, Babatunde and Nwobodo-Nzeribe, Nnenna Harmony and Wara, Samuel and Kuriakose, Baby and Alinaitwe, Henry and Agholor, Darlington and Haruna, M. S and Guidi, Tognon Clotilde",10.1109/WEEF/GEDC53299.2021.9657267,,,2021 World Engineering Education Forum/Global Engineering Deans Council (WEEF/GEDC),,"The COVID-19 pandemic that has ravaged the world since December 2019 caused disruptions in the engineering education sector as students in African universities were unable to learn virtually. From two recent multi-language, multi-cultural pan-African online surveys to assess the impact on students, over 6,000 responses showed the twin constraints of irregular electric power supply and poor internet connectivity to effectively participate in virtual learning. This project is aimed at developing an affordable and reliable power and communication device for continuous online learning for engineering students, showcasing the strength in Africa's diversity through a collaborative, multinational, multicultural, multi-lingual and gender-sensitive platform to solve this identified global African Engineering Education challenge. A collapsible 100-watt solar photovoltaic module charging a set of lithium batteries via the charge controller was used to power a laptop computer, a mobile phone and a 5-watts bulb simultaneously through a Direct Current/Direct Current (DC/DC) converter. An embedded modem in the device provided the wireless network for internet connectivity. The initial prototypes produced weighed less than 7 kg, and preliminary performance tests showed that the gadget was able to charge up a laptop and two smartphones totaling 45.5WH from 0% to 100% while the remaining backpack state of charge remains 12.8V at 88% (that is 12% depth of discharge). The power supply and communication device for continuous online learning for African engineering students will not only bring engineering solution collaboration among hundreds of engineers, technologists, and technicians from the entire African continent, but will also boost entrepreneurial skills for many African engineering practitioners when fully commercialised."
2018,"Linking the Getty Vocabularies: The Content Perspective, Including an Update on CONA","Harpring, Patricia",10.23919/PNC.2018.8579460,,,2018 Pacific Neighborhood Consortium Annual Conference and Joint Meetings (PNC),,"This paper focuses on issues surrounding the rich content of the Getty vocabularies, [1] particularly as they have transitioned from more traditional data releases to become optimized for release as LOD and beyond. The Getty vocabularies have been a mainstay of cataloging, indexing, and access for art, architecture, and other cultural heritage information since the 1980s. They are compiled resources that grow through contributions from the expert user community. They are multicultural and multilingual, currently being translated in several languages. With the release of the AAT (Art & Architecture Thesaurus®), ULAN (Union List of Artist Names®), and TGN (Getty Thesaurus of Geographic Names®) as Linked Open Data (LOD), [2] the Getty vocabularies are entering a new world of seemingly limitless possibilities in digital scholarship. With the addition of new resources, CONA (Cultural Objects Name Authority®) and the Getty Iconography Authority (IA), the Getty vocabularies are poised to truly become linchpins in joining disparate resources from diverse disciplines, including art museums, special collections, libraries, archives, conservation, archaeology, visual resources, universities, and other researchers. The Getty vocabularies may serve as conduits through which data about art, architecture, and other cultural heritage are created and accessed for research and discovery. From their inception, the Getty vocabularies were designed to be linkable to each other and to the broader realm of cultural heritage information. For example, in the AAT, concepts are linked to each other through hierarchical and associative relationships with defined relationship types that inform the user that a rhyta (http://vocab.getty.edu/page/aat/300198841) is a type of ancient drinking vessel having an animal shape and is distinguished from vessels in other cultures having a similar purpose or appearance, such as stirrup cups and sturzbechers. In ULAN, the record for a person such as Katsushika Hokusai (http://vocab.getty.edu/page/ulan/500060426) may include various go names and aliases, and links to records for his teachers, family, and a novelist with whom he collaborated. In TGN, a geographic place record for Siena (http://vocab.getty.edu/page/tgn/7011179) may include ancient names, as well as links to multiple broader hierarchical contexts, for the modern nation of Italy as well as the ancient confederation of states, Etruria. In the IA, an Aztec character Ometecuhtli (http://vocab.getty.edu/page/ia/901002056) may be linked to named legends in which he is a character, as well as to other characters or places to which he is related. In CONA, titles/names and other information for works of art, including architecture, movable works (paintings, sculptures, textiles), and conceptual works (multiples) are linked to AAT, ULAN, TGN, IA and external sources, linking rich information from multiple sources to describe works whether extant, destroyed, or designed but never built. An example is the Old Trikuta temple (http://vocab.getty.edu/page/cona/700002003)."
2025,Artificial Intelligence in Dyslexia Research and Education: A Scoping Review,"Yap, Jia Rong and Aruthanan, Thirishankari and Chin, Mellisa",10.1109/ACCESS.2025.3526189,,,,,"Advancements in artificial intelligence have enabled its integration into research and educational settings, particularly in supporting students with dyslexia. This scoping review explores the transformative role of artificial intelligence in dyslexia research and education, outlining its applications, opportunities, and challenges. A search across Google Scholar, Scopus, Web of Science, PsycINFO, and ERIC yielded 683 unique articles, of which 84 met the inclusion criteria. The findings reveal four primary applications of AI in dyslexia education and research: early detection and diagnosis, personalised learning and interventions, speech and language processing as well as brain imaging and neuroimaging analysis. Additionally, five significant challenges were identified: data quality and quantity, accessibility of artificial intelligence-powered support, bias and validity in assessments, balancing artificial intelligence assistance with human expertise, and transparency in artificial intelligence decision-making. Actionable steps are recommended to enhance dyslexia research and education to address these challenges. Key approaches include improving artificial intelligence tools for early detection, ensuring inclusivity in affordable systems, addressing ethical concerns, fostering interdisciplinary collaboration, training educators and developing culturally relevant tools. Future research should focus on the creation of tools for non-English-speaking and multicultural contexts, advancing research in neuroimaging and personalised learning, longitudinal studies on artificial intelligence interventions, and the establishment of ethical frameworks for the responsible deployment of artificial intelligence in dyslexia education. By navigating these complexities of artificial intelligence integration, we can unlock its full potential to revolutionise dyslexia education and create more inclusive, effective, and ethical learning environments for all."
